id_venda,data,id_cliente,id_livro,quantidade,id_funcionario,nome,cidade,idade,titulo,categoria,autor,preco,custo,funcionario,faturamento,custo_total,lucro,mes,nome_mes
372,2025-01-18,4,12,3,4,Cliente 4,Porto Alegre,66,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,255,129,126,1,January
373,2025-10-22,1,14,3,4,Cliente 1,Rio Grande,68,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,264,177,87,10,October
374,2025-07-15,71,6,2,1,Cliente 71,Porto Alegre,34,A Revolução dos Bichos,Ficção,George Orwell,66,40,Ana,132,80,52,7,July
375,2025-07-06,94,13,3,2,Cliente 94,Rio Grande,69,Sapiens,História,Yuval Noah Harari,85,55,Carlos,255,165,90,7,July
376,2025-12-11,50,4,3,2,Cliente 50,Pelotas,50,1984,Ficção,George Orwell,97,62,Carlos,291,186,105,12,December
377,2025-08-12,73,18,4,3,Cliente 73,Rio Grande,19,Coraline,Fantasia,Neil Gaiman,42,21,João,168,84,84,8,August
378,2025-11-14,61,12,2,3,Cliente 61,Rio Grande,66,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,170,86,84,11,November
379,2025-12-31,35,20,4,1,Cliente 35,Porto Alegre,42,O Alquimista,Ficção,Paulo Coelho,86,63,Ana,344,252,92,12,December
380,2025-12-03,8,19,4,1,Cliente 8,Porto Alegre,47,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Ana,312,172,140,12,December
381,2025-08-17,24,8,1,4,Cliente 24,Porto Alegre,59,Orgulho e Preconceito,Romance,Jane Austen,96,38,Marina,96,38,58,8,August
382,2025-03-18,83,7,2,3,Cliente 83,Pelotas,61,It: A Coisa,Terror,Stephen King,94,58,João,188,116,72,3,March
383,2025-07-07,36,16,1,2,Cliente 36,Rio Grande,56,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,39,22,17,7,July
384,2025-12-12,50,19,1,4,Cliente 50,Pelotas,50,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Marina,78,43,35,12,December
385,2025-09-27,43,6,4,2,Cliente 43,Pelotas,20,A Revolução dos Bichos,Ficção,George Orwell,66,40,Carlos,264,160,104,9,September
386,2025-04-05,27,20,3,4,Cliente 27,Porto Alegre,45,O Alquimista,Ficção,Paulo Coelho,86,63,Marina,258,189,69,4,April
387,2025-11-06,32,11,2,2,Cliente 32,Porto Alegre,47,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Carlos,172,60,112,11,November
388,2025-05-12,78,5,3,1,Cliente 78,Porto Alegre,49,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Ana,222,81,141,5,May
389,2025-02-08,18,16,4,4,Cliente 18,Porto Alegre,49,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Marina,156,88,68,2,February
390,2025-03-13,28,7,4,2,Cliente 28,Porto Alegre,45,It: A Coisa,Terror,Stephen King,94,58,Carlos,376,232,144,3,March
391,2025-10-08,29,5,4,2,Cliente 29,Porto Alegre,61,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Carlos,296,108,188,10,October
392,2025-11-29,16,11,4,3,Cliente 16,Porto Alegre,53,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,João,344,120,224,11,November
393,2025-06-09,99,15,4,4,Cliente 99,Porto Alegre,65,Python para Dados,Tecnologia,Autor Diversos,101,43,Marina,404,172,232,6,June
394,2025-07-06,47,3,4,2,Cliente 47,Pelotas,44,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Carlos,200,136,64,7,July
395,2025-07-10,59,5,3,3,Cliente 59,Pelotas,58,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,João,222,81,141,7,July
396,2025-04-30,31,5,1,2,Cliente 31,Porto Alegre,37,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Carlos,74,27,47,4,April
397,2025-08-08,4,9,3,4,Cliente 4,Porto Alegre,66,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Marina,243,126,117,8,August
398,2025-02-22,37,15,2,1,Cliente 37,Pelotas,50,Python para Dados,Tecnologia,Autor Diversos,101,43,Ana,202,86,116,2,February
399,2025-08-10,17,3,3,4,Cliente 17,Pelotas,30,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Marina,150,102,48,8,August
400,2025-05-11,39,6,4,4,Cliente 39,Pelotas,44,A Revolução dos Bichos,Ficção,George Orwell,66,40,Marina,264,160,104,5,May
401,2025-08-25,48,17,3,2,Cliente 48,Pelotas,26,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,276,123,153,8,August
402,2025-09-03,46,8,1,2,Cliente 46,Pelotas,25,Orgulho e Preconceito,Romance,Jane Austen,96,38,Carlos,96,38,58,9,September
403,2025-08-14,90,11,2,4,Cliente 90,Rio Grande,34,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Marina,172,60,112,8,August
404,2025-07-27,48,6,3,3,Cliente 48,Pelotas,26,A Revolução dos Bichos,Ficção,George Orwell,66,40,João,198,120,78,7,July
405,2025-04-06,39,8,1,3,Cliente 39,Pelotas,44,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,96,38,58,4,April
406,2025-07-19,4,10,3,3,Cliente 4,Porto Alegre,66,Verity,Romance,Colleen Hoover,71,30,João,213,90,123,7,July
407,2025-09-04,30,3,2,2,Cliente 30,Porto Alegre,61,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Carlos,100,68,32,9,September
408,2025-03-13,30,14,3,2,Cliente 30,Porto Alegre,61,Clean Code,Tecnologia,Robert C. Martin,88,59,Carlos,264,177,87,3,March
409,2025-11-14,22,14,4,4,Cliente 22,Porto Alegre,45,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,352,236,116,11,November
410,2025-07-04,75,10,3,1,Cliente 75,Porto Alegre,45,Verity,Romance,Colleen Hoover,71,30,Ana,213,90,123,7,July
411,2025-01-06,66,12,1,2,Cliente 66,Rio Grande,19,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,85,43,42,1,January
412,2025-07-25,12,6,3,4,Cliente 12,Rio Grande,62,A Revolução dos Bichos,Ficção,George Orwell,66,40,Marina,198,120,78,7,July
413,2025-02-01,94,12,1,4,Cliente 94,Rio Grande,69,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,85,43,42,2,February
414,2025-04-09,36,14,2,1,Cliente 36,Rio Grande,56,Clean Code,Tecnologia,Robert C. Martin,88,59,Ana,176,118,58,4,April
415,2025-09-13,18,2,3,3,Cliente 18,Porto Alegre,49,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,João,300,144,156,9,September
416,2025-07-06,90,9,2,4,Cliente 90,Rio Grande,34,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Marina,162,84,78,7,July
417,2025-03-17,53,10,2,4,Cliente 53,Rio Grande,61,Verity,Romance,Colleen Hoover,71,30,Marina,142,60,82,3,March
418,2025-06-26,71,17,3,4,Cliente 71,Porto Alegre,34,Extraordinário,Infantil,R.J. Palacio,92,41,Marina,276,123,153,6,June
419,2025-11-11,1,17,1,3,Cliente 1,Rio Grande,68,Extraordinário,Infantil,R.J. Palacio,92,41,João,92,41,51,11,November
420,2025-10-14,58,3,2,3,Cliente 58,Rio Grande,41,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,João,100,68,32,10,October
421,2025-12-15,90,19,2,1,Cliente 90,Rio Grande,34,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Ana,156,86,70,12,December
422,2025-09-12,87,1,3,2,Cliente 87,Pelotas,49,Dom Casmurro,Clássico,Machado de Assis,102,58,Carlos,306,174,132,9,September
423,2025-11-21,90,12,3,3,Cliente 90,Rio Grande,34,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,255,129,126,11,November
424,2025-07-09,6,7,3,2,Cliente 6,Porto Alegre,49,It: A Coisa,Terror,Stephen King,94,58,Carlos,282,174,108,7,July
425,2025-11-04,70,4,3,2,Cliente 70,Pelotas,66,1984,Ficção,George Orwell,97,62,Carlos,291,186,105,11,November
426,2025-12-11,44,10,3,3,Cliente 44,Porto Alegre,56,Verity,Romance,Colleen Hoover,71,30,João,213,90,123,12,December
427,2025-05-07,72,13,4,4,Cliente 72,Pelotas,66,Sapiens,História,Yuval Noah Harari,85,55,Marina,340,220,120,5,May
428,2025-10-14,24,2,3,1,Cliente 24,Porto Alegre,59,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Ana,300,144,156,10,October
429,2025-09-11,86,10,1,2,Cliente 86,Rio Grande,23,Verity,Romance,Colleen Hoover,71,30,Carlos,71,30,41,9,September
430,2025-08-01,19,4,2,4,Cliente 19,Porto Alegre,24,1984,Ficção,George Orwell,97,62,Marina,194,124,70,8,August
431,2025-09-07,18,18,1,3,Cliente 18,Porto Alegre,49,Coraline,Fantasia,Neil Gaiman,42,21,João,42,21,21,9,September
432,2025-03-25,95,5,1,2,Cliente 95,Pelotas,51,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Carlos,74,27,47,3,March
433,2025-01-13,30,19,4,2,Cliente 30,Porto Alegre,61,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Carlos,312,172,140,1,January
434,2025-02-14,42,2,3,2,Cliente 42,Rio Grande,58,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Carlos,300,144,156,2,February
435,2025-05-07,33,12,2,4,Cliente 33,Rio Grande,28,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,170,86,84,5,May
436,2025-04-24,74,17,1,4,Cliente 74,Rio Grande,19,Extraordinário,Infantil,R.J. Palacio,92,41,Marina,92,41,51,4,April
437,2025-10-03,12,10,3,4,Cliente 12,Rio Grande,62,Verity,Romance,Colleen Hoover,71,30,Marina,213,90,123,10,October
438,2025-07-24,94,2,3,2,Cliente 94,Rio Grande,69,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Carlos,300,144,156,7,July
439,2025-12-03,27,6,4,2,Cliente 27,Porto Alegre,45,A Revolução dos Bichos,Ficção,George Orwell,66,40,Carlos,264,160,104,12,December
440,2025-09-30,39,8,4,1,Cliente 39,Pelotas,44,Orgulho e Preconceito,Romance,Jane Austen,96,38,Ana,384,152,232,9,September
441,2025-02-27,9,19,4,1,Cliente 9,Pelotas,54,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Ana,312,172,140,2,February
442,2025-11-24,21,11,2,4,Cliente 21,Porto Alegre,39,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Marina,172,60,112,11,November
443,2025-08-07,76,12,1,4,Cliente 76,Pelotas,40,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,85,43,42,8,August
444,2025-04-19,29,9,4,3,Cliente 29,Porto Alegre,61,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,João,324,168,156,4,April
445,2025-10-06,33,2,4,4,Cliente 33,Rio Grande,28,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,400,192,208,10,October
446,2025-06-23,62,8,4,1,Cliente 62,Pelotas,66,Orgulho e Preconceito,Romance,Jane Austen,96,38,Ana,384,152,232,6,June
447,2025-11-24,15,11,1,1,Cliente 15,Rio Grande,46,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Ana,86,30,56,11,November
448,2025-09-21,2,4,1,1,Cliente 2,Porto Alegre,49,1984,Ficção,George Orwell,97,62,Ana,97,62,35,9,September
449,2025-11-11,52,10,4,2,Cliente 52,Pelotas,59,Verity,Romance,Colleen Hoover,71,30,Carlos,284,120,164,11,November
450,2025-04-21,44,20,4,2,Cliente 44,Porto Alegre,56,O Alquimista,Ficção,Paulo Coelho,86,63,Carlos,344,252,92,4,April
451,2025-07-06,54,16,3,4,Cliente 54,Pelotas,41,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Marina,117,66,51,7,July
452,2025-09-26,18,8,4,3,Cliente 18,Porto Alegre,49,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,384,152,232,9,September
453,2025-08-17,3,4,2,3,Cliente 3,Pelotas,56,1984,Ficção,George Orwell,97,62,João,194,124,70,8,August
454,2025-06-05,7,10,2,3,Cliente 7,Pelotas,21,Verity,Romance,Colleen Hoover,71,30,João,142,60,82,6,June
455,2025-07-08,43,12,4,2,Cliente 43,Pelotas,20,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,340,172,168,7,July
456,2025-09-29,82,14,1,1,Cliente 82,Rio Grande,19,Clean Code,Tecnologia,Robert C. Martin,88,59,Ana,88,59,29,9,September
457,2025-01-02,38,16,3,1,Cliente 38,Porto Alegre,18,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Ana,117,66,51,1,January
458,2025-09-03,37,18,1,2,Cliente 37,Pelotas,50,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,42,21,21,9,September
459,2025-07-29,58,12,4,3,Cliente 58,Rio Grande,41,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,340,172,168,7,July
460,2025-10-13,33,18,2,3,Cliente 33,Rio Grande,28,Coraline,Fantasia,Neil Gaiman,42,21,João,84,42,42,10,October
461,2025-12-25,59,7,3,4,Cliente 59,Pelotas,58,It: A Coisa,Terror,Stephen King,94,58,Marina,282,174,108,12,December
462,2025-01-13,95,20,1,4,Cliente 95,Pelotas,51,O Alquimista,Ficção,Paulo Coelho,86,63,Marina,86,63,23,1,January
463,2025-04-06,11,7,1,3,Cliente 11,Rio Grande,56,It: A Coisa,Terror,Stephen King,94,58,João,94,58,36,4,April
464,2025-08-09,68,9,4,2,Cliente 68,Pelotas,66,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Carlos,324,168,156,8,August
465,2025-08-26,82,1,3,3,Cliente 82,Rio Grande,19,Dom Casmurro,Clássico,Machado de Assis,102,58,João,306,174,132,8,August
466,2025-04-04,68,6,2,4,Cliente 68,Pelotas,66,A Revolução dos Bichos,Ficção,George Orwell,66,40,Marina,132,80,52,4,April
467,2025-12-04,98,6,4,3,Cliente 98,Porto Alegre,28,A Revolução dos Bichos,Ficção,George Orwell,66,40,João,264,160,104,12,December
468,2025-09-26,93,12,3,2,Cliente 93,Rio Grande,22,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,255,129,126,9,September
469,2025-06-20,88,12,1,1,Cliente 88,Pelotas,21,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Ana,85,43,42,6,June
470,2025-04-04,22,10,4,2,Cliente 22,Porto Alegre,45,Verity,Romance,Colleen Hoover,71,30,Carlos,284,120,164,4,April
471,2025-05-29,66,6,1,2,Cliente 66,Rio Grande,19,A Revolução dos Bichos,Ficção,George Orwell,66,40,Carlos,66,40,26,5,May
472,2025-04-22,44,17,1,4,Cliente 44,Porto Alegre,56,Extraordinário,Infantil,R.J. Palacio,92,41,Marina,92,41,51,4,April
473,2025-02-24,6,19,4,2,Cliente 6,Porto Alegre,49,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Carlos,312,172,140,2,February
474,2025-12-03,42,18,4,2,Cliente 42,Rio Grande,58,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,168,84,84,12,December
475,2025-04-26,25,6,4,4,Cliente 25,Pelotas,62,A Revolução dos Bichos,Ficção,George Orwell,66,40,Marina,264,160,104,4,April
476,2025-05-23,57,19,4,4,Cliente 57,Rio Grande,49,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Marina,312,172,140,5,May
477,2025-07-20,85,10,4,1,Cliente 85,Porto Alegre,49,Verity,Romance,Colleen Hoover,71,30,Ana,284,120,164,7,July
478,2025-06-29,55,8,1,3,Cliente 55,Pelotas,32,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,96,38,58,6,June
479,2025-07-21,16,6,2,2,Cliente 16,Porto Alegre,53,A Revolução dos Bichos,Ficção,George Orwell,66,40,Carlos,132,80,52,7,July
480,2025-12-30,95,7,2,4,Cliente 95,Pelotas,51,It: A Coisa,Terror,Stephen King,94,58,Marina,188,116,72,12,December
481,2025-02-22,14,1,4,1,Cliente 14,Rio Grande,60,Dom Casmurro,Clássico,Machado de Assis,102,58,Ana,408,232,176,2,February
482,2025-06-29,39,18,1,3,Cliente 39,Pelotas,44,Coraline,Fantasia,Neil Gaiman,42,21,João,42,21,21,6,June
483,2025-11-09,28,20,2,4,Cliente 28,Porto Alegre,45,O Alquimista,Ficção,Paulo Coelho,86,63,Marina,172,126,46,11,November
484,2025-11-04,96,12,2,3,Cliente 96,Rio Grande,23,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,170,86,84,11,November
485,2025-05-17,92,16,2,3,Cliente 92,Porto Alegre,41,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,João,78,44,34,5,May
486,2025-07-01,51,10,1,2,Cliente 51,Pelotas,68,Verity,Romance,Colleen Hoover,71,30,Carlos,71,30,41,7,July
487,2025-01-01,49,10,4,2,Cliente 49,Rio Grande,54,Verity,Romance,Colleen Hoover,71,30,Carlos,284,120,164,1,January
488,2025-02-13,9,14,4,4,Cliente 9,Pelotas,54,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,352,236,116,2,February
489,2025-08-15,58,20,4,3,Cliente 58,Rio Grande,41,O Alquimista,Ficção,Paulo Coelho,86,63,João,344,252,92,8,August
490,2025-11-27,45,10,3,4,Cliente 45,Pelotas,23,Verity,Romance,Colleen Hoover,71,30,Marina,213,90,123,11,November
491,2025-04-08,22,10,3,4,Cliente 22,Porto Alegre,45,Verity,Romance,Colleen Hoover,71,30,Marina,213,90,123,4,April
492,2025-07-27,32,11,3,3,Cliente 32,Porto Alegre,47,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,João,258,90,168,7,July
493,2025-09-22,69,2,1,4,Cliente 69,Rio Grande,54,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,100,48,52,9,September
494,2025-10-15,87,20,2,3,Cliente 87,Pelotas,49,O Alquimista,Ficção,Paulo Coelho,86,63,João,172,126,46,10,October
495,2025-09-28,69,8,2,3,Cliente 69,Rio Grande,54,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,192,76,116,9,September
496,2025-05-20,42,7,1,3,Cliente 42,Rio Grande,58,It: A Coisa,Terror,Stephen King,94,58,João,94,58,36,5,May
497,2025-08-25,53,8,1,3,Cliente 53,Rio Grande,61,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,96,38,58,8,August
498,2025-03-13,96,1,4,1,Cliente 96,Rio Grande,23,Dom Casmurro,Clássico,Machado de Assis,102,58,Ana,408,232,176,3,March
499,2025-06-04,59,2,4,3,Cliente 59,Pelotas,58,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,João,400,192,208,6,June
500,2025-07-09,74,18,3,2,Cliente 74,Rio Grande,19,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,126,63,63,7,July
501,2025-09-25,39,15,3,2,Cliente 39,Pelotas,44,Python para Dados,Tecnologia,Autor Diversos,101,43,Carlos,303,129,174,9,September
502,2025-11-17,15,1,1,2,Cliente 15,Rio Grande,46,Dom Casmurro,Clássico,Machado de Assis,102,58,Carlos,102,58,44,11,November
503,2025-04-17,71,5,3,3,Cliente 71,Porto Alegre,34,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,João,222,81,141,4,April
504,2025-08-20,29,2,2,2,Cliente 29,Porto Alegre,61,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Carlos,200,96,104,8,August
505,2025-02-11,3,20,1,1,Cliente 3,Pelotas,56,O Alquimista,Ficção,Paulo Coelho,86,63,Ana,86,63,23,2,February
506,2025-07-09,83,3,1,4,Cliente 83,Pelotas,61,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,Marina,50,34,16,7,July
507,2025-05-19,10,19,2,3,Cliente 10,Porto Alegre,40,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,João,156,86,70,5,May
508,2025-04-13,92,18,4,2,Cliente 92,Porto Alegre,41,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,168,84,84,4,April
509,2025-06-20,29,18,4,1,Cliente 29,Porto Alegre,61,Coraline,Fantasia,Neil Gaiman,42,21,Ana,168,84,84,6,June
510,2025-12-17,79,14,2,4,Cliente 79,Rio Grande,50,Clean Code,Tecnologia,Robert C. Martin,88,59,Marina,176,118,58,12,December
511,2025-09-30,35,8,2,1,Cliente 35,Porto Alegre,42,Orgulho e Preconceito,Romance,Jane Austen,96,38,Ana,192,76,116,9,September
512,2025-08-09,6,12,3,2,Cliente 6,Porto Alegre,49,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,255,129,126,8,August
513,2025-08-01,12,10,1,1,Cliente 12,Rio Grande,62,Verity,Romance,Colleen Hoover,71,30,Ana,71,30,41,8,August
514,2025-12-07,38,20,3,4,Cliente 38,Porto Alegre,18,O Alquimista,Ficção,Paulo Coelho,86,63,Marina,258,189,69,12,December
515,2025-02-25,77,17,2,2,Cliente 77,Rio Grande,54,Extraordinário,Infantil,R.J. Palacio,92,41,Carlos,184,82,102,2,February
516,2025-12-08,93,11,3,4,Cliente 93,Rio Grande,22,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Marina,258,90,168,12,December
517,2025-04-12,19,2,2,1,Cliente 19,Porto Alegre,24,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Ana,200,96,104,4,April
518,2025-07-11,67,4,3,3,Cliente 67,Porto Alegre,20,1984,Ficção,George Orwell,97,62,João,291,186,105,7,July
519,2025-11-06,8,1,3,3,Cliente 8,Porto Alegre,47,Dom Casmurro,Clássico,Machado de Assis,102,58,João,306,174,132,11,November
520,2025-07-19,8,15,4,3,Cliente 8,Porto Alegre,47,Python para Dados,Tecnologia,Autor Diversos,101,43,João,404,172,232,7,July
521,2025-08-21,84,13,2,3,Cliente 84,Rio Grande,43,Sapiens,História,Yuval Noah Harari,85,55,João,170,110,60,8,August
522,2025-08-15,47,8,3,4,Cliente 47,Pelotas,44,Orgulho e Preconceito,Romance,Jane Austen,96,38,Marina,288,114,174,8,August
523,2025-05-19,4,4,1,3,Cliente 4,Porto Alegre,66,1984,Ficção,George Orwell,97,62,João,97,62,35,5,May
524,2025-12-10,51,10,3,4,Cliente 51,Pelotas,68,Verity,Romance,Colleen Hoover,71,30,Marina,213,90,123,12,December
525,2025-11-01,85,19,3,2,Cliente 85,Porto Alegre,49,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Carlos,234,129,105,11,November
526,2025-05-29,67,18,1,3,Cliente 67,Porto Alegre,20,Coraline,Fantasia,Neil Gaiman,42,21,João,42,21,21,5,May
527,2025-04-25,45,5,2,4,Cliente 45,Pelotas,23,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Marina,148,54,94,4,April
528,2025-03-04,8,19,4,3,Cliente 8,Porto Alegre,47,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,João,312,172,140,3,March
529,2025-04-14,87,16,4,3,Cliente 87,Pelotas,49,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,João,156,88,68,4,April
530,2025-12-05,16,1,4,3,Cliente 16,Porto Alegre,53,Dom Casmurro,Clássico,Machado de Assis,102,58,João,408,232,176,12,December
531,2025-12-25,77,12,1,4,Cliente 77,Rio Grande,54,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Marina,85,43,42,12,December
532,2025-06-05,67,2,3,1,Cliente 67,Porto Alegre,20,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Ana,300,144,156,6,June
533,2025-09-30,9,8,2,3,Cliente 9,Pelotas,54,Orgulho e Preconceito,Romance,Jane Austen,96,38,João,192,76,116,9,September
534,2025-01-06,60,18,3,3,Cliente 60,Rio Grande,69,Coraline,Fantasia,Neil Gaiman,42,21,João,126,63,63,1,January
535,2025-05-27,78,16,4,2,Cliente 78,Porto Alegre,49,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,Carlos,156,88,68,5,May
536,2025-07-03,77,5,3,1,Cliente 77,Rio Grande,54,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Ana,222,81,141,7,July
537,2025-01-28,71,13,1,4,Cliente 71,Porto Alegre,34,Sapiens,História,Yuval Noah Harari,85,55,Marina,85,55,30,1,January
538,2025-02-07,15,19,1,2,Cliente 15,Rio Grande,46,A Menina que Roubava Livros,Romance,Markus Zusak,78,43,Carlos,78,43,35,2,February
539,2025-04-29,71,3,2,3,Cliente 71,Porto Alegre,34,O Hobbit,Fantasia,J.R.R. Tolkien,50,34,João,100,68,32,4,April
540,2025-10-20,98,8,2,2,Cliente 98,Porto Alegre,28,Orgulho e Preconceito,Romance,Jane Austen,96,38,Carlos,192,76,116,10,October
541,2025-09-01,41,12,4,2,Cliente 41,Porto Alegre,30,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,340,172,168,9,September
542,2025-03-09,22,2,2,3,Cliente 22,Porto Alegre,45,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,João,200,96,104,3,March
543,2025-08-02,24,11,3,1,Cliente 24,Porto Alegre,59,Pai Rico Pai Pobre,Negócios,Robert Kiyosaki,86,30,Ana,258,90,168,8,August
544,2025-08-06,44,12,1,1,Cliente 44,Porto Alegre,56,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Ana,85,43,42,8,August
545,2025-06-26,1,18,1,2,Cliente 1,Rio Grande,68,Coraline,Fantasia,Neil Gaiman,42,21,Carlos,42,21,21,6,June
546,2025-10-26,10,13,1,3,Cliente 10,Porto Alegre,40,Sapiens,História,Yuval Noah Harari,85,55,João,85,55,30,10,October
547,2025-06-13,80,5,2,4,Cliente 80,Rio Grande,18,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Marina,148,54,94,6,June
548,2025-02-27,72,12,1,2,Cliente 72,Pelotas,66,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,Carlos,85,43,42,2,February
549,2025-09-26,56,2,1,4,Cliente 56,Rio Grande,49,Harry Potter e a Pedra Filosofal,Fantasia,J.K. Rowling,100,48,Marina,100,48,52,9,September
550,2025-11-04,89,5,1,2,Cliente 89,Porto Alegre,28,O Pequeno Príncipe,Infantil,Antoine de Saint-Exupéry,74,27,Carlos,74,27,47,11,November
551,2025-02-27,50,7,4,2,Cliente 50,Pelotas,50,It: A Coisa,Terror,Stephen King,94,58,Carlos,376,232,144,2,February
552,2025-10-15,12,12,4,3,Cliente 12,Rio Grande,62,Mindset,Desenvolvimento Pessoal,Carol Dweck,85,43,João,340,172,168,10,October
553,2025-04-15,89,16,2,3,Cliente 89,Porto Alegre,28,O Poder do Hábito,Desenvolvimento Pessoal,Charles Duhigg,39,22,João,78,44,34,4,April
554,2025-08-16,81,8,1,4,Cliente 81,Pelotas,36,Orgulho e Preconceito,Romance,Jane Austen,96,38,Marina,96,38,58,8,August
555,2025-09-04,60,9,2,4,Cliente 60,Rio Grande,69,O Senhor dos Anéis,Fantasia,J.R.R. Tolkien,81,42,Marina,162,84,78,9,September
556,2025-07-07,26,15,1,1,Cliente 26,Rio Grande,23,Python para Dados,Tecnologia,Autor Diversos,101,43,Ana,101,43,58,7,July
